y,u,v
0.0,0.0,0.0
0.01,0.00625751392560373,0.0
0.02,0.012430464260756335,0.0
0.03,0.018518267734544146,0.0
0.04,0.024520324642135004,0.0
0.05,0.030436018016891962,0.0
0.06,0.03626471274158548,0.0
0.07,0.04200575459274794,0.0
0.08,0.047658469211480536,0.0
0.09,0.0532221609931795,0.0
0.1,0.05869611188767543,0.0
0.11,0.06407958010015403,0.0
0.12,0.06937179868191969,0.0
0.13,0.07457197399853958,0.0
0.14,0.07967928406112426,0.0
0.15,0.08469287670440777,0.0
0.16,0.08961186759282153,0.0
0.17,0.09443533803283213,0.0
0.18,0.09916233256633171,0.0
0.19,0.10379185631570655,0.0
0.2,0.108322872046202,0.0
0.21,0.11275429690514954,0.0
0.22,0.11708499879025762,0.0
0.23,0.12131379229015662,0.0
0.24,0.12543943412928524,0.0
0.25,0.12946061803542347,0.0
0.26,0.1333759689309467,0.0
0.27,0.13718403632714396,0.0
0.28,0.14088328677330209,0.0
0.29,0.14447209517675122,0.0
0.3,0.14794873476399023,0.0
0.31,0.15131136539252849,0.0
0.32,0.15455801984271436,0.0
0.33,0.1576865876105705,0.0
0.34,0.1606947955746728,0.0
0.35000000000000003,0.16358018470444322,0.0
0.36,0.16634008168611383,0.0
0.37,0.16897156392202045,0.0
0.38,0.17147141573697958,0.0
0.39,0.1738360726814383,0.0
0.4,0.1760615493440397,0.0
0.41000000000000003,0.17814334369289983,0.0
0.42,0.18007630692369445,0.0
0.43,0.18185446062481536,0.0
0.44,0.1834707295709974,0.0
0.45,0.1849165310593386,0.0
0.46,0.18618110045554662,0.0
0.47000000000000003,0.18725027659194085,0.0
0.48,0.18810398992455726,0.0
0.49,0.18870966215421422,0.0
0.5,0.18898815748423098,0.0
0.51,0.18870966215421422,0.0
0.52,0.18810398992455726,0.0
0.53,0.18725027659194085,0.0
0.54,0.18618110045554662,0.0
0.55,0.18491653105933858,0.0
0.56,0.1834707295709974,0.0
0.5700000000000001,0.18185446062481536,0.0
0.58,0.18007630692369445,0.0
0.59,0.17814334369289983,0.0
0.6,0.1760615493440397,0.0
0.61,0.1738360726814383,0.0
0.62,0.17147141573697958,0.0
0.63,0.16897156392202045,0.0
0.64,0.16634008168611383,0.0
0.65,0.16358018470444322,0.0
0.66,0.16069479557467278,0.0
0.67,0.1576865876105705,0.0
0.68,0.15455801984271436,0.0
0.6900000000000001,0.15131136539252849,0.0
0.7000000000000001,0.14794873476399023,0.0
0.71,0.14447209517675128,0.0
0.72,0.14088328677330209,0.0
0.73,0.13718403632714396,0.0
0.74,0.1333759689309467,0.0
0.75,0.12946061803542347,0.0
0.76,0.12543943412928524,0.0
0.77,0.12131379229015662,0.0
0.78,0.11708499879025762,0.0
0.79,0.11275429690514954,0.0
0.8,0.10832287204620197,0.0
0.81,0.10379185631570652,0.0
0.8200000000000001,0.09916233256633168,0.0
0.8300000000000001,0.09443533803283208,0.0
0.84,0.08961186759282153,0.0
0.85,0.08469287670440777,0.0
0.86,0.07967928406112426,0.0
0.87,0.07457197399853958,0.0
0.88,0.06937179868191969,0.0
0.89,0.06407958010015403,0.0
0.9,0.05869611188767543,0.0
0.91,0.0532221609931795,0.0
0.92,0.0476584692114805,0.0
0.93,0.042005754592747906,0.0
0.9400000000000001,0.03626471274158544,0.0
0.9500000000000001,0.030436018016891928,0.0
0.96,0.02452032464213504,0.0
0.97,0.018518267734544146,0.0
0.98,0.012430464260756335,0.0
0.99,0.00625751392560373,0.0
1.0,0.0,0.0
